,time,P,T,RH,RPH,WD,WV,year,month,day,WV_X,WV_Y,RPH_ld,RPH_jy
17,2008-06-18,716.8083333333334,8.745833333333332,99,2.9000000000000004,222,7.720833333333334,2008,6,18,-5.737697340040048,-5.1662458899290185,1.5000000000000002,4.499999999999998
18,2008-06-19,718.0583333333333,10.470833333333333,97,0.1,159,3.5583333333333336,2008,6,19,-3.321990350952543,1.27519262046536,0.0,0.0
19,2008-06-20,720.3208333333333,11.874999999999998,77,0.0,100,4.825,2008,6,20,-0.8378524572429388,4.751697408283904,0.0,0.0
20,2008-06-21,720.5208333333335,11.4875,79,0.2,138,3.904166666666667,2008,6,21,-2.9013612561346602,2.6123974089927096,0.3,1.0
21,2008-06-22,721.7916666666665,9.225,66,0.1,192,6.104166666666668,2008,6,22,-5.9707759794792725,-1.2691276127000741,0.1,0.0
22,2008-06-23,721.1291666666666,14.0125,49,0.0,220,3.654166666666667,2008,6,23,-2.7992540692305994,-2.348853057062896,0.0,0.0
23,2008-06-24,722.8583333333332,10.979166666666664,67,0.1,212,5.691666666666666,2008,6,24,-4.8268070806236585,-3.0161238122606573,0.4,0.0
24,2008-06-25,722.6125000000003,15.358333333333334,52,0.0,231,5.108333333333333,2008,6,25,-3.2147783309462548,-3.969920619776025,0.0,0.0
25,2008-06-26,723.2416666666667,11.45,66,3.3,229,6.875000000000001,2008,6,26,-4.510405824309738,-5.188628364031558,5.4,2.2
26,2008-06-27,721.0000000000001,14.525,57,0.0,233,6.1875,2008,6,27,-3.723730455753299,-4.941557218417624,0.0,0.0
27,2008-06-28,720.2958333333332,14.6,62,0.8,178,5.358333333333333,2008,6,28,-5.355069181443988,0.1870031364975686,0.4,1.9
28,2008-06-29,720.3791666666666,10.079166666666667,96,8.9,155,3.295833333333333,2008,6,29,-2.9870394147749586,1.3928793543203886,5.9,6.4
29,2008-06-30,721.1791666666667,10.1875,79,3.4,195,4.0,2008,6,30,-3.863703305156273,-1.0352761804100832,3.1,3.4
30,2008-07-01,721.25,15.90416666666667,53,0.0,216,5.133333333333333,2008,7,1,-4.152953904458063,-3.017297628434694,0.0,0.0
31,2008-07-02,720.8708333333334,15.762499999999996,60,0.0,212,4.620833333333334,2008,7,2,-3.9186889109894856,-2.4486686001442672,0.0,0.0
32,2008-07-03,720.4874999999997,14.758333333333335,69,0.0,130,4.766666666666667,2008,7,3,-3.063954272839171,3.6514785122004616,0.0,0.0
33,2008-07-04,720.5041666666666,8.708333333333334,83,1.3,274,9.054166666666667,2008,7,4,0.6315867393582671,-9.032111171727491,0.8999999999999999,0.5
34,2008-07-05,721.1291666666667,15.116666666666665,32,0.0,151,5.154166666666667,2008,7,5,-4.507935740547636,2.498789584352996,0.0,0.0
35,2008-07-06,720.9833333333331,15.654166666666665,39,0.0,192,5.6875,2008,7,6,-5.563214479173518,-1.1824977415260072,0.0,4.3
36,2008-07-07,720.5958333333333,14.237500000000002,70,0.0,178,5.729166666666668,2008,7,7,-5.725676613130237,0.1999450331914128,0.0,0.0
37,2008-07-08,720.9874999999997,13.354166666666664,84,0.0,211,6.808333333333333,2008,7,8,-5.835880705613548,-3.506550893345952,0.0,0.0
38,2008-07-09,721.7958333333335,13.158333333333333,88,0.0,220,6.462499999999999,2008,7,9,-4.9505622136563945,-4.154014927599259,0.0,0.0
39,2008-07-10,722.2291666666665,12.270833333333336,81,0.0,97,6.520833333333332,2008,7,10,-0.7946896767877316,6.4722280304944535,0.0,0.0
40,2008-07-11,723.2666666666668,11.358333333333334,62,0.0,62,6.166666666666668,2008,7,11,2.8950746371796607,5.444843489296717,0.0,0.0
41,2008-07-12,722.3249999999997,11.816666666666668,70,0.5,93,8.091666666666665,2008,7,12,-0.4234851125991537,8.080577318722423,0.0,0.0
42,2008-07-13,720.7333333333332,10.7875,85,28.4,237,6.304166666666667,2008,7,13,-3.4334952499072333,-5.287119038755946,20.6,18.700000000000006
43,2008-07-14,722.8291666666668,9.070833333333333,73,4.699999999999998,270,6.6708333333333325,2008,7,14,-1.2254122033968198e-15,-6.6708333333333325,0.8,1.5
44,2008-07-15,722.1791666666667,12.933333333333332,66,0.0,73,5.2125,2008,7,15,1.5239875108672656,4.9847385404573235,0.0,0.0
45,2008-07-16,719.6625,10.416666666666668,87,0.0,127,6.145833333333332,2008,7,16,-3.69865482978863,4.908280738832318,0.0,1.5000000000000002
46,2008-07-17,721.0624999999999,12.533333333333333,87,0.0,173,5.25,2008,7,17,-5.21086729611694,0.6398140528770246,0.0,0.0
47,2008-07-18,722.1208333333334,13.529166666666667,76,0.30000000000000004,149,5.104166666666665,2008,7,18,-4.375124764000363,2.6288401740200684,0.4,20.3
48,2008-07-19,721.2249999999997,13.116666666666667,88,1.2,158,4.541666666666667,2008,7,19,-4.210960006157491,1.7013382784306017,2.6,8.0
49,2008-07-20,720.25,12.749999999999998,92,15.500000000000002,155,3.891666666666666,2008,7,20,-3.5270478045509623,1.6446894019408886,15.699999999999998,6.3
50,2008-07-21,720.0708333333333,10.670833333333333,97,8.1,132,2.6750000000000003,2008,7,21,-1.789924372009946,1.9879124081520296,7.2,11.3
51,2008-07-22,720.2875,12.35,84,0.0,71,5.166666666666667,2008,7,22,1.6821021313619766,4.885179307263137,0.0,0.0
52,2008-07-23,720.7958333333331,13.695833333333335,55,0.0,104,4.225,2008,7,23,-1.0221200089085962,4.099499443516085,0.0,0.0
53,2008-07-24,720.7874999999997,13.7875,85,0.0,151,4.616666666666665,2008,7,24,-4.037827647960209,2.2382044134705894,0.0,0.0
54,2008-07-25,720.8041666666667,13.149999999999995,95,0.0,198,6.0375000000000005,2008,7,25,-5.7420037171319915,-1.8656901035387443,0.0,0.0
55,2008-07-26,722.2291666666665,13.64583333333333,93,0.0,213,4.979166666666667,2008,7,26,-4.175880536228258,-2.7118485285123226,0.0,0.0
56,2008-07-27,722.4666666666666,13.812500000000002,93,0.0,209,5.8625,2008,7,27,-5.127458033104708,-2.8421963986941496,0.0,0.0
57,2008-07-28,723.8041666666667,13.716666666666667,92,1.6,101,5.500000000000001,2008,7,28,-1.0494494745709966,5.398949508962152,0.0,17.1
58,2008-07-29,722.8541666666665,13.429166666666667,95,0.1,80,5.845833333333334,2008,7,29,1.015118305277931,5.757021989483866,0.0,0.5
59,2008-07-30,722.3125,12.708333333333336,96,0.2,111,4.779166666666667,2008,7,30,-1.7127001588685808,4.461736454967877,1.1,1.3
60,2008-07-31,724.4583333333331,8.775,97,1.2,274,5.741666666666667,2008,7,31,0.4005184200808523,-5.727680255241825,1.6,1.2000000000000002
61,2008-08-01,726.1875000000001,9.141666666666667,80,0.0,63,6.883333333333333,2008,8,1,3.1249679398738803,6.1330949081632635,0.0,0.0
62,2008-08-02,725.8125000000001,11.7875,66,0.30000000000000004,80,2.483333333333334,2008,8,2,0.4312263078728773,2.4456059199803173,0.1,0.0
63,2008-08-03,724.0833333333335,14.079166666666667,59,0.0,134,3.1625,2008,8,3,-2.1968570965765792,2.274912118570984,0.0,0.0
64,2008-08-04,723.6541666666666,14.3125,75,0.0,139,3.883333333333333,2008,8,4,-2.930788869865098,2.5476958959131366,0.0,0.0
65,2008-08-05,722.1875,13.658333333333333,89,0.0,172,4.541666666666666,2008,8,5,-4.497467478867965,0.6320778335269632,0.0,0.0
66,2008-08-06,722.2041666666668,12.870833333333335,93,0.8,205,5.5,2008,8,6,-4.984692828701576,-2.3244004395738456,0.1,0.2
67,2008-08-07,723.0041666666666,13.225,90,3.9,207,4.916666666666667,2008,8,7,-4.380782077259476,-2.2321199570527708,1.3,0.6000000000000001
68,2008-08-08,722.6041666666665,11.491666666666665,90,1.9000000000000004,242,5.941666666666666,2008,8,8,-2.7894435355528344,-5.246180280903458,2.4,3.8
69,2008-08-09,723.5791666666665,9.4875,80,0.0,242,6.666666666666668,2008,8,9,-3.129810418572605,-5.886317285726181,0.0,0.0
70,2008-08-10,723.5208333333335,10.5125,76,0.0,135,5.304166666666665,2008,8,10,-3.7506122185436452,3.750612218543645,0.0,0.0
71,2008-08-11,723.4749999999997,10.816666666666668,59,0.0,49,6.179166666666667,2008,8,11,4.053898083303843,4.663476281126545,0.0,0.0
72,2008-08-12,723.3583333333332,8.716666666666669,85,0.1,146,3.795833333333334,2008,8,12,-3.1468884524901792,2.1226030627577104,0.0,1.3
73,2008-08-13,721.9958333333333,11.424999999999995,77,0.0,165,3.8375,2008,8,13,-3.7067403583842986,0.9932180855809244,0.0,0.0
74,2008-08-14,720.7041666666668,12.8125,62,0.0,135,2.9875000000000003,2008,8,14,-2.1124815087948106,2.112481508794811,0.0,0.0
75,2008-08-15,719.7041666666668,10.979166666666664,84,3.8,131,4.475,2008,8,15,-2.9358641547325197,3.3773253714969047,4.999999999999999,2.2
76,2008-08-16,719.6583333333333,11.795833333333327,86,0.0,224,5.179166666666667,2008,8,16,-3.725580715920597,-3.597751477002224,0.0,1.1
77,2008-08-17,721.2291666666665,13.5125,78,0.0,164,4.629166666666666,2008,8,17,-4.449840600781134,1.275971259636192,0.0,0.0
78,2008-08-18,722.8291666666665,14.708333333333336,81,0.0,144,5.091666666666667,2008,8,18,-4.119244863025774,2.992806576255843,0.0,0.0
79,2008-08-19,721.1583333333333,12.725,98,1.0,203,5.374999999999999,2008,8,19,-4.9477135873068665,-2.100179815629845,0.8,2.2
80,2008-08-20,722.5708333333333,9.054166666666667,95,36.0,259,7.8708333333333345,2008,8,20,-1.501825801109553,-7.72622395638599,24.5,29.3
81,2008-08-21,723.6416666666665,10.245833333333332,64,0.0,285,5.5500000000000025,2008,8,21,1.4364457003189883,-5.360888335904332,0.0,0.0
82,2008-08-22,723.5375,12.862499999999995,55,0.0,192,4.295833333333333,2008,8,22,-4.2019590681523065,-0.8931539718046252,0.0,0.0
83,2008-08-23,723.0791666666668,13.7,69,0.0,137,3.2416666666666663,2008,8,23,-2.370804916082144,2.2108113505359324,0.5,1.8
84,2008-08-24,724.6458333333335,9.937500000000002,72,4.3,171,3.683333333333332,2008,8,24,-3.6379853878587554,0.5762002795648505,3.0,2.1
85,2008-08-25,724.9791666666669,13.420833333333333,65,0.0,149,4.35,2008,8,25,-3.728677758054188,2.2404156258587364,0.0,0.0
86,2008-08-26,724.6666666666665,10.079166666666664,82,7.1999999999999975,101,6.320833333333333,2008,8,26,-1.2060718582759102,6.204701822042109,7.1,12.1
87,2008-08-27,722.7458333333333,11.133333333333333,92,0.0,206,4.450000000000001,2008,8,27,-3.999633506031294,-1.9507516032113952,0.0,4.9
88,2008-08-28,720.9458333333333,8.958333333333332,97,4.5,107,6.1083333333333325,2008,8,28,-1.7859038296813832,5.841428217674206,13.999999999999995,9.900000000000002
89,2008-08-29,724.3250000000003,4.504166666666666,76,4.199999999999998,305,8.033333333333333,2008,8,29,4.607730705353403,-6.5805214224549005,4.2,1.6
90,2008-08-30,726.0125000000003,7.183333333333335,63,0.0,249,5.558333333333333,2008,8,30,-1.9919285195559628,-5.189151203946945,0.0,0.0
91,2008-08-31,724.7083333333335,10.479166666666666,61,0.0,200,4.2625,2008,8,31,-4.005439796099935,-1.4578608609256627,0.0,0.0
92,2008-09-01,722.9333333333333,11.233333333333334,72,0.0,133,3.987499999999999,2008,9,1,-2.719468460749212,2.9162728852064417,0.0,0.0
93,2008-09-02,723.9416666666666,5.1916666666666655,82,0.0,205,7.0458333333333325,2008,9,2,-6.3856936161623965,-2.9776978358480095,0.3,1.0
94,2008-09-03,724.7333333333331,10.366666666666664,59,0.0,218,5.129166666666666,2008,9,3,-4.041838490374478,-3.1578303171911877,0.0,0.0
95,2008-09-04,724.6583333333334,11.716666666666667,61,0.0,227,4.558333333333334,2008,9,4,-3.1087758579515565,-3.333753956547385,0.0,0.0
96,2008-09-05,724.1166666666667,12.620833333333335,47,0.0,210,5.266666666666668,2008,9,5,-4.5610671265980445,-2.633333333333334,0.0,0.0
97,2008-09-06,723.3208333333333,8.916666666666668,85,14.599999999999998,163,6.575,2008,9,6,-6.287703770456959,1.9223439585519928,8.9,13.0
98,2008-09-07,724.0458333333335,9.225,99,4.4,166,6.6416666666666675,2008,9,7,-6.4443807820164105,1.606764589941127,0.8,9.2
99,2008-09-08,724.6583333333333,7.445833333333333,98,33.9,104,4.525,2008,9,8,-1.0946965775884971,4.390588161398885,22.7,38.6
100,2008-09-09,726.2500000000001,2.4291666666666667,94,12.4,160,8.058333333333335,2008,9,9,-7.572356369166447,2.7561123216326826,11.299999999999995,8.1
101,2008-09-10,727.5041666666667,7.683333333333333,58,0.0,114,3.8666666666666663,2008,9,10,-1.572715019893094,3.5323757695513893,0.0,0.0
102,2008-09-11,725.7624999999997,8.73333333333333,64,0.0,167,2.6333333333333333,2008,9,11,-2.5658411706011197,0.5923711097721783,0.0,0.0
103,2008-09-12,725.0541666666667,10.2625,70,0.0,126,2.766666666666666,2008,9,12,-1.6262058646758415,2.238280351104021,0.0,0.0
104,2008-09-13,725.6749999999997,10.133333333333336,82,0.0,203,3.854166666666666,2008,9,13,-3.5477791226812796,-1.5059428910524082,0.0,0.0
105,2008-09-14,726.4250000000003,11.6375,74,1.0,120,2.8624999999999994,2008,9,14,-1.431249999999999,2.4789977183329555,1.2,0.2
106,2008-09-15,724.9416666666667,10.133333333333333,73,0.0,164,2.829166666666667,2008,9,15,-2.7195695480921613,0.7798240191655937,0.0,0.0
107,2008-09-16,724.0041666666667,10.266666666666666,70,0.0,167,1.9375,2008,9,16,-1.8878420005213927,0.4358426677912388,0.0,0.0
108,2008-09-17,724.4166666666669,10.958333333333336,58,0.0,85,4.362499999999999,2008,9,17,0.38021692773665855,4.345899370425238,0.0,0.0
109,2008-09-18,722.9625,10.3,80,0.0,127,4.083333333333334,2008,9,18,-2.4574113445375314,3.261094999359779,0.0,0.0
110,2008-09-19,722.5875000000003,10.4375,89,0.0,205,5.275,2008,9,19,-4.780773576618329,-2.229311330682189,0.0,0.30000000000000004
111,2008-09-20,719.3583333333335,11.25,99,0.0,210,9.570833333333336,2008,9,20,-8.288584802053567,-4.785416666666669,0.0,0.6
112,2008-09-21,720.8333333333335,9.525,99,10.399999999999997,88,9.8875,2008,9,21,0.34506877364597943,9.881476802151306,5.7,8.4
113,2008-09-22,723.3416666666667,7.354166666666668,99,7.599999999999998,82,6.570833333333333,2008,9,22,0.9144832508917634,6.506886435022736,2.9,6.9
114,2008-09-23,722.35,10.904166666666667,99,15.0,196,6.245833333333333,2008,9,23,-6.003880342548082,-1.7215849848736726,19.700000000000006,14.599999999999998
115,2008-09-24,723.9125,6.287499999999998,99,23.7,71,6.320833333333334,2008,9,24,2.057862042964612,5.9764653299340145,14.499999999999998,12.9
116,2008-09-25,725.5625,1.9541666666666668,97,23.800000000000004,48,9.920833333333333,2008,9,25,6.6383332239185044,7.372615956090316,9.999999999999998,25.79999999999999
117,2008-09-26,723.9666666666666,1.2124999999999997,96,14.3,152,6.270833333333335,2008,9,26,-5.536817196886189,2.9439779249698566,13.5,20.899999999999995
118,2008-09-27,724.8708333333333,2.5874999999999995,99,4.4,288,3.829166666666667,2008,9,27,1.1832775742940689,-3.6417539103135264,4.199999999999998,3.400000000000001
119,2008-09-28,725.7958333333332,5.016666666666667,99,0.0,239,4.416666666666667,2008,9,28,-2.2747514975194068,-3.785822244767662,0.0,0.0
120,2008-09-29,725.8541666666665,7.779166666666666,61,0.0,274,2.791666666666666,2008,9,29,0.19473682253568286,-2.784866306975342,0.0,0.0
121,2009-06-01,718.7666666666669,11.158333333333333,41,0.0,173,4.133333333333335,2009,6,1,-4.102524093450799,0.5037266194079434,0.0,0.0
122,2009-06-02,718.4916666666667,12.854166666666664,33,0.0,237,5.416666666666668,2009,6,2,-2.950128106331397,-4.5427989097043815,0.0,0.0
123,2009-06-03,718.9833333333332,12.5875,28,0.0,123,5.183333333333334,2009,6,3,-2.8230456648278905,4.347109110517115,0.0,0.0
124,2009-06-04,720.3708333333333,14.195833333333333,21,0.0,137,4.7125,2009,6,4,-3.4465043188803413,3.213917271794524,0.0,0.0
125,2009-06-05,719.0291666666667,9.96666666666667,50,0.5,192,4.812500000000001,2009,6,5,-4.707335328531441,-1.0005750120604675,0.0,0.0
126,2009-06-06,717.5208333333331,11.466666666666667,38,0.0,156,5.3875,2009,6,6,-4.921726153049512,2.1912936645708747,0.0,0.0
127,2009-06-07,717.0708333333333,9.295833333333333,63,2.0,108,6.441666666666666,2009,6,7,-1.990584472098619,6.126389059134613,4.7,0.0
128,2009-06-08,721.2708333333335,10.029166666666667,38,0.0,45,9.166666666666666,2009,6,8,6.481812160876687,6.481812160876687,0.0,0.0
129,2009-06-09,724.0,9.425,45,0.0,52,7.408333333333334,2009,6,9,4.5610254297042525,5.837846332969799,0.0,0.0
130,2009-06-10,723.225,10.0,45,0.0,129,4.1000000000000005,2009,6,10,-2.580213603304333,3.1862984419735816,0.0,0.0
131,2009-06-11,720.9958333333334,9.729166666666664,49,0.0,272,5.1125,2009,6,11,0.1784236768915378,-5.109385603135127,0.0,0.0
132,2009-06-12,722.3125,12.516666666666667,35,0.0,215,4.487500000000002,2009,6,12,-3.675944798746852,-2.573924258125321,0.0,0.0
133,2009-06-13,722.7041666666665,13.858333333333334,39,0.3,228,5.337500000000001,2009,6,13,-3.5714846114404066,-3.966535505985593,0.4,2.6
134,2009-06-14,722.1916666666666,13.95833333333333,45,0.0,195,6.104166666666668,2009,6,14,-5.896172231306188,-1.5798745878133045,0.0,0.0
135,2009-06-15,722.2041666666665,12.466666666666667,55,0.0,228,5.9208333333333325,2009,6,15,-3.961810798483072,-4.400036654180738,0.0,0.0
136,2009-06-16,720.5583333333334,10.924999999999995,83,0.0,234,4.816666666666666,2009,6,16,-2.8311656318754133,-3.896765189572663,0.0,0.0
137,2009-06-17,717.3541666666665,11.7125,90,0.0,242,6.799999999999998,2009,6,17,-3.1924066269440563,-6.004043631440703,0.0,0.0
138,2009-06-18,719.6583333333333,10.8125,90,8.7,152,7.1416666666666675,2009,6,18,-6.305717392334173,3.352809410895904,6.1999999999999975,3.2000000000000006
139,2009-06-19,722.4916666666667,8.554166666666665,68,1.8,161,5.2875,2009,6,19,-4.999429468481387,1.7214416166922153,1.3,3.7
140,2009-06-20,721.2541666666666,13.558333333333335,46,0.0,141,3.354166666666666,2009,6,20,-2.6066770790535894,2.110845478312996,0.1,0.0
141,2009-06-21,723.1916666666667,12.45833333333333,38,0.0,177,5.3500000000000005,2009,6,21,-5.342668010936969,0.2799973658997494,0.0,0.0
142,2009-06-22,723.4874999999997,14.545833333333334,39,0.0,197,5.029166666666668,2009,6,22,-4.8094160018641,-1.4703860316680972,0.0,0.0
143,2009-06-23,723.0458333333331,14.783333333333333,50,0.0,190,4.3166666666666655,2009,6,23,-4.251086800502697,-0.7495813002622497,0.0,0.0
144,2009-06-24,721.3708333333328,15.070833333333333,59,0.0,215,5.220833333333333,2009,6,24,-4.276656297892112,-2.9945469781160865,0.0,0.0
145,2009-06-25,721.1083333333332,14.199999999999996,76,0.0,199,5.995833333333333,2009,6,25,-5.669171792864237,-1.952052392766036,0.0,0.0
146,2009-06-26,721.7541666666667,15.475,59,0.2,172,5.079166666666667,2009,6,26,-5.02973656581656,0.7068833752929985,10.6,6.6
147,2009-06-27,722.5208333333335,10.075,69,0.7,73,8.179166666666667,2009,6,27,2.391356901544718,7.821775983147662,0.6,0.1
148,2009-06-28,722.3833333333333,12.287500000000005,62,0.2,162,3.0499999999999994,2009,6,28,-2.900722374700217,0.9425018328435896,0.3,0.6
149,2009-06-29,722.7083333333335,13.133333333333335,41,0.0,213,4.175000000000002,2009,6,29,-3.501449621172146,-2.2738679711877388,2.2,0.0
150,2009-06-30,724.0333333333333,16.650000000000002,27,0.0,129,4.520833333333334,2009,6,30,-2.845052601204473,3.5133473674200566,0.0,0.0
151,2009-07-01,723.2041666666665,14.7875,33,0.0,186,4.991666666666666,2009,7,1,-4.964321794379964,-0.5217712458110371,0.0,0.0
152,2009-07-02,721.7374999999997,13.25,48,0.0,184,5.5166666666666675,2009,7,2,-5.503228343933365,-0.3848232134884246,0.0,0.0
153,2009-07-03,720.1833333333334,12.387499999999998,60,0.0,204,5.108333333333333,2009,7,3,-4.666694712790953,-2.077746351712213,0.0,0.0
154,2009-07-04,720.0625,12.104166666666664,71,0.0,203,4.775,2009,7,4,-4.395410675235403,-1.8657411385362812,0.0,0.0
155,2009-07-05,721.9041666666667,12.2375,86,3.2,188,2.9916666666666667,2009,7,5,-2.9625519723185314,-0.4163595270388627,0.0,0.0
156,2009-07-06,722.2833333333333,13.329166666666666,87,2.8,146,3.6416666666666657,2009,7,6,-3.0190784933879424,2.0363941568059696,0.0,0.0
157,2009-07-07,718.8541666666665,13.016666666666673,87,5.4,228,5.012499999999998,2009,7,7,-3.3540171643737757,-3.7250134377054382,3.4,3.6
158,2009-07-08,720.7166666666667,8.3625,91,0.0,168,8.904166666666667,2009,7,8,-8.709589261533928,1.8512803469897985,0.1,0.0
159,2009-07-09,722.8916666666668,13.0625,52,0.0,97,7.679166666666666,2009,7,9,-0.9358549995653608,7.6219273228123186,0.0,0.0
160,2009-07-10,722.6166666666667,11.604166666666664,54,0.6,126,4.758333333333335,2009,7,10,-2.7968781588250184,3.849572531567459,0.1,0.0
161,2009-07-11,723.0708333333333,14.695833333333333,55,0.0,211,2.958333333333333,2009,7,11,-2.5357865979104157,-1.5236543049422433,0.1,0.0
162,2009-07-12,721.7041666666668,14.045833333333333,57,7.5,174,3.8625,2009,7,12,-3.8413408208599553,0.4037411893713125,4.2,0.4
163,2009-07-13,722.3083333333334,11.483333333333333,75,0.0,148,3.9041666666666672,2009,7,13,-3.3109211087440467,2.0688931274438045,0.1,0.0
164,2009-07-14,720.2624999999997,11.7375,79,0.9,146,7.129166666666669,2009,7,14,-5.9103470276736525,3.986579407660201,0.2,0.2
165,2009-07-15,718.65,13.070833333333333,95,6.200000000000001,241,8.4,2009,7,15,-4.0724008100692295,-7.3468055399709264,4.2,8.499999999999998
166,2009-07-16,718.479166666667,12.574999999999998,96,16.900000000000002,183,6.9750000000000005,2009,7,16,-6.965441004913153,-0.3650432947945314,12.999999999999998,7.700000000000001
167,2009-07-17,721.8124999999999,14.066666666666665,78,0.0,205,2.4958333333333336,2009,7,17,-2.261993185145639,-1.0547847449278287,0.0,0.0
168,2009-07-18,722.7666666666668,16.570833333333336,62,0.0,154,4.45,2009,7,18,-3.9996335060312935,1.9507516032113938,0.0,0.0
169,2009-07-19,722.2791666666667,11.55,92,16.3,167,7.5375,2009,7,19,-7.344314363318709,1.6955685721168838,18.6,9.7
170,2009-07-20,723.5166666666665,13.012499999999998,90,0.0,127,5.074999999999998,2009,7,20,-3.054211242496645,4.0530752134900085,0.0,0.0
171,2009-07-21,721.9541666666668,11.762499999999998,99,5.499999999999999,227,4.266666666666667,2009,7,21,-2.9098596695999936,-3.1204424602417937,1.5,6.1999999999999975
172,2009-07-22,721.0250000000003,11.8125,98,0.0,110,7.8166666666666655,2009,7,22,-2.67345745366231,7.34526398580985,0.0,0.0
173,2009-07-23,722.5458333333335,16.3625,69,0.0,105,3.779166666666667,2009,7,23,-0.9781203079499434,3.650394685184103,0.0,0.0
174,2009-07-24,722.6999999999997,17.274999999999995,38,0.0,157,3.2875,2009,7,24,-3.026159705724898,1.2845285849084875,0.0,0.0
175,2009-07-25,722.2916666666665,14.354166666666671,69,0.6,147,3.866666666666666,2009,7,25,-3.2428595293889724,2.105937602058105,0.1,15.4
176,2009-07-26,721.5500000000003,7.895833333333332,98,22.20000000000001,237,4.045833333333333,2009,7,26,-2.203518762498297,-3.3931213394791957,17.5,10.8
177,2009-07-27,720.7291666666665,12.2375,58,0.0,154,4.466666666666666,2009,7,27,-4.014613406802947,1.958057788991212,0.0,0.0
178,2009-07-28,719.3041666666667,12.99583333333333,80,0.0,200,5.837500000000001,2009,7,28,-5.485455673837742,-1.9965425866635915,0.0,0.0
179,2009-07-29,719.2333333333335,11.620833333333335,95,0.0,237,7.525000000000001,2009,7,29,-4.098408738488079,-6.3109960237893175,0.0,0.0
180,2009-07-30,721.0208333333331,10.5875,97,22.600000000000005,180,3.0125,2009,7,30,-3.0125,3.6892484824314016e-16,20.600000000000005,21.400000000000016
181,2009-07-31,723.1583333333334,11.354166666666664,99,0.5,176,3.1875,2009,7,31,-3.1797354102031896,0.2223487600594001,0.1,0.4
182,2009-08-01,723.3125,12.45,97,0.0,57,7.095833333333332,2009,8,1,3.864667819294129,5.951066571712737,0.0,2.0
183,2009-08-02,721.7333333333335,11.1375,98,22.1,81,7.729166666666668,2009,8,2,1.209108052706785,7.634007799183253,6.4,23.9
184,2009-08-03,721.6291666666666,9.508333333333333,99,5.299999999999999,171,3.9916666666666663,2009,8,3,-3.942522626208924,0.6244342396189219,3.2000000000000006,14.4
185,2009-08-04,721.9833333333332,11.391666666666667,86,0.0,239,3.65,2009,8,4,-1.8798889734216984,-3.128660647562709,0.0,0.0
186,2009-08-05,722.6875,12.8625,83,0.0,164,4.454166666666667,2009,8,5,-4.281619803991929,1.2277347223682171,0.0,0.5
187,2009-08-06,723.2208333333333,13.137500000000005,89,0.0,198,4.358333333333333,2009,8,6,-4.145021316853045,-1.346799067150812,0.0,0.0
